Date,FIX,"Published in
DOF","In order to pay
obligations"
08/14/2002,9.9668,9.9512,9.8402
08/15/2002,9.9292,9.9668,9.9512
08/16/2002,9.8643,9.9292,9.9668
08/17/2002,N/E,N/E,9.9292
08/18/2002,N/E,N/E,9.9292
08/19/2002,9.7747,9.8643,9.9292
08/20/2002,9.7713,9.7747,9.8643
08/21/2002,9.7854,9.7713,9.7747
08/22/2002,9.8388,9.7854,9.7713
08/23/2002,9.8488,9.8388,9.7854
08/24/2002,N/E,N/E,9.8388
08/25/2002,N/E,N/E,9.8388
08/26/2002,9.8267,9.8488,9.8388
08/27/2002,9.8543,9.8267,9.8488
08/28/2002,9.8990,9.8543,9.8267
08/29/2002,9.9193,9.8990,9.8543
08/30/2002,9.9109,9.9193,9.8990
08/31/2002,N/E,N/E,9.9193
09/01/2002,N/E,N/E,9.9193
09/02/2002,9.9187,9.9109,9.9193
09/03/2002,9.9789,9.9187,9.9109
09/04/2002,10.0154,9.9789,9.9187
09/05/2002,10.0086,10.0154,9.9789
09/06/2002,9.9621,10.0086,10.0154
09/07/2002,N/E,N/E,10.0086
09/08/2002,N/E,N/E,10.0086
09/09/2002,9.9605,9.9621,10.0086
09/10/2002,9.9511,9.9605,9.9621
09/11/2002,9.9654,9.9511,9.9605
09/12/2002,10.0023,9.9654,9.9511
09/13/2002,9.9674,10.0023,9.9654
09/14/2002,N/E,N/E,10.0023
09/15/2002,N/E,N/E,10.0023
09/16/2002,N/E,9.9674,10.0023
09/17/2002,9.9658,N/E,9.9674
09/18/2002,10.0116,9.9658,N/E
09/19/2002,10.0628,10.0116,9.9658
09/20/2002,10.2265,10.0628,10.0116
09/21/2002,N/E,N/E,10.0628
09/22/2002,N/E,N/E,10.0628
09/23/2002,10.3578,10.2265,10.0628
09/24/2002,10.2425,10.3578,10.2265
09/25/2002,10.2565,10.2425,10.3578
09/26/2002,10.1667,10.2565,10.2425
09/27/2002,10.1767,10.1667,10.2565
09/28/2002,N/E,N/E,10.1667
09/29/2002,N/E,N/E,10.1667
09/30/2002,10.2299,10.1767,10.1667
10/01/2002,10.1573,10.2299,10.1767
10/02/2002,10.1248,10.1573,10.2299
10/03/2002,10.1398,10.1248,10.1573
10/04/2002,10.1840,10.1398,10.1248
10/05/2002,N/E,N/E,10.1398
10/06/2002,N/E,N/E,10.1398
10/07/2002,10.2154,10.1840,10.1398
10/08/2002,10.1575,10.2154,10.1840
10/09/2002,10.2048,10.1575,10.2154
10/10/2002,10.2195,10.2048,10.1575
10/11/2002,10.1592,10.2195,10.2048
10/12/2002,N/E,N/E,10.2195
10/13/2002,N/E,N/E,10.2195
10/14/2002,10.1084,10.1592,10.2195
10/15/2002,10.0683,10.1084,10.1592
10/16/2002,10.0757,10.0683,10.1084
10/17/2002,9.9988,10.0757,10.0683
10/18/2002,9.9842,9.9988,10.0757
10/19/2002,N/E,N/E,9.9988
10/20/2002,N/E,N/E,9.9988
10/21/2002,9.9383,9.9842,9.9988
10/22/2002,9.9723,9.9383,9.9842
10/23/2002,10.0079,9.9723,9.9383
10/24/2002,9.9468,10.0079,9.9723
10/25/2002,9.9816,9.9468,10.0079
10/26/2002,N/E,N/E,9.9468
10/27/2002,N/E,N/E,9.9468
10/28/2002,10.0003,9.9816,9.9468
10/29/2002,10.1593,10.0003,9.9816
10/30/2002,10.2263,10.1593,10.0003
10/31/2002,10.1552,10.2263,10.1593
11/01/2002,10.1992,10.1552,10.2263
11/02/2002,N/E,N/E,10.1552
11/03/2002,N/E,N/E,10.1552
11/04/2002,10.1820,10.1992,10.1552
11/05/2002,10.2099,10.1820,10.1992
11/06/2002,10.1698,10.2099,10.1820
11/07/2002,10.2428,10.1698,10.2099
11/08/2002,10.2953,10.2428,10.1698
11/09/2002,N/E,N/E,10.2428
11/10/2002,N/E,N/E,10.2428
11/11/2002,10.3334,10.2953,10.2428
11/12/2002,10.3447,10.3334,10.2953
11/13/2002,10.2787,10.3447,10.3334
11/14/2002,10.2092,10.2787,10.3447
11/15/2002,10.2484,10.2092,10.2787
11/16/2002,N/E,N/E,10.2092
11/17/2002,N/E,N/E,10.2092
11/18/2002,10.1760,10.2484,10.2092
11/19/2002,10.1635,10.1760,10.2484
11/20/2002,N/E,10.1635,10.1760
11/21/2002,10.0874,N/E,10.1635
11/22/2002,10.1333,10.0874,N/E
11/23/2002,N/E,N/E,10.0874
11/24/2002,N/E,N/E,10.0874
11/25/2002,10.1065,10.1333,10.0874
11/26/2002,10.1535,10.1065,10.1333
11/27/2002,10.1496,10.1535,10.1065
11/28/2002,10.1193,10.1496,10.1535
11/29/2002,10.1465,10.1193,10.1496
11/30/2002,N/E,N/E,10.1193
12/01/2002,N/E,N/E,10.1193
12/02/2002,10.1036,10.1465,10.1193
12/03/2002,10.1421,10.1036,10.1465
12/04/2002,10.2287,10.1421,10.1036
12/05/2002,10.2452,10.2287,10.1421
12/06/2002,10.2724,10.2452,10.2287
12/07/2002,N/E,N/E,10.2452
12/08/2002,N/E,N/E,10.2452
12/09/2002,10.1852,10.2724,10.2452
12/10/2002,10.1744,10.1852,10.2724
12/11/2002,10.1785,10.1744,10.1852
12/12/2002,N/E,10.1785,10.1744
12/13/2002,10.1850,N/E,10.1785
12/14/2002,N/E,N/E,N/E
12/15/2002,N/E,N/E,N/E
12/16/2002,10.1966,10.1850,N/E
12/17/2002,10.2053,10.1966,10.1850
12/18/2002,10.2526,10.2053,10.1966
12/19/2002,10.1920,10.2526,10.2053
12/20/2002,10.1836,10.1920,10.2526
12/21/2002,N/E,N/E,10.1920
12/22/2002,N/E,N/E,10.1920
12/23/2002,10.1907,10.1836,10.1920
12/24/2002,10.2014,10.1907,10.1836
12/25/2002,N/E,10.2014,10.1907
12/26/2002,10.2479,N/E,10.2014
12/27/2002,10.3125,10.2479,N/E
12/28/2002,N/E,N/E,10.2479
12/29/2002,N/E,N/E,10.2479
12/30/2002,10.3613,10.3125,10.2479
12/31/2002,10.4393,10.3613,10.3125
01/01/2003,N/E,10.4393,10.3613
01/02/2003,10.3626,N/E,10.4393
01/03/2003,10.3856,10.3626,N/E
01/04/2003,N/E,N/E,10.3626
01/05/2003,N/E,N/E,10.3626
01/06/2003,10.4195,10.3856,10.3626
01/07/2003,10.3280,10.4195,10.3856
01/08/2003,10.3617,10.3280,10.4195
01/09/2003,10.4112,10.3617,10.3280
01/10/2003,10.4672,10.4112,10.3617
01/11/2003,N/E,N/E,10.4112
01/12/2003,N/E,N/E,10.4112
01/13/2003,10.5368,10.4672,10.4112
01/14/2003,10.5274,10.5368,10.4672
01/15/2003,10.4875,10.5274,10.5368
01/16/2003,10.5083,10.4875,10.5274
01/17/2003,10.5900,10.5083,10.4875
01/18/2003,N/E,N/E,10.5083
01/19/2003,N/E,N/E,10.5083
01/20/2003,10.6222,10.5900,10.5083
01/21/2003,10.6866,10.6222,10.5900
01/22/2003,10.8263,10.6866,10.6222
01/23/2003,10.7708,10.8263,10.6866
01/24/2003,10.8267,10.7708,10.8263
01/25/2003,N/E,N/E,10.7708
01/26/2003,N/E,N/E,10.7708
01/27/2003,10.8875,10.8267,10.7708
01/28/2003,10.8842,10.8875,10.8267
01/29/2003,10.9863,10.8842,10.8875
01/30/2003,10.8636,10.9863,10.8842
01/31/2003,10.9069,10.8636,10.9863
02/01/2003,N/E,N/E,10.8636
02/02/2003,N/E,N/E,10.8636
02/03/2003,10.8833,10.9069,10.8636
02/04/2003,10.9822,10.8833,10.9069
02/05/2003,N/E,10.9822,10.8833
02/06/2003,10.8731,N/E,10.9822
02/07/2003,10.8979,10.8731,N/E
02/08/2003,N/E,N/E,10.8731
02/09/2003,N/E,N/E,10.8731
02/10/2003,10.9948,10.8979,10.8731
02/11/2003,10.9400,10.9948,10.8979
02/12/2003,10.9832,10.9400,10.9948
02/13/2003,10.9723,10.9832,10.9400
02/14/2003,10.8823,10.9723,10.9832
02/15/2003,N/E,N/E,10.9723
02/16/2003,N/E,N/E,10.9723
02/17/2003,10.7667,10.8823,10.9723
02/18/2003,10.7722,10.7667,10.8823
02/19/2003,10.8400,10.7722,10.7667
02/20/2003,10.8998,10.8400,10.7722
02/21/2003,10.9798,10.8998,10.8400
02/22/2003,N/E,N/E,10.8998
02/23/2003,N/E,N/E,10.8998
02/24/2003,10.9815,10.9798,10.8998
02/25/2003,11.0584,10.9815,10.9798
02/26/2003,11.0329,11.0584,10.9815
02/27/2003,11.0333,11.0329,11.0584
02/28/2003,11.0324,11.0333,11.0329
03/01/2003,N/E,N/E,11.0333
03/02/2003,N/E,N/E,11.0333
03/03/2003,10.9902,11.0324,11.0333
03/04/2003,11.1367,10.9902,11.0324
03/05/2003,11.1927,11.1367,10.9902
03/06/2003,11.2250,11.1927,11.1367
03/07/2003,11.1064,11.2250,11.1927
03/08/2003,N/E,N/E,11.2250
03/09/2003,N/E,N/E,11.2250
03/10/2003,11.0998,11.1064,11.2250
03/11/2003,11.0052,11.0998,11.1064
03/12/2003,10.9073,11.0052,11.0998
03/13/2003,10.8173,10.9073,11.0052
03/14/2003,10.8481,10.8173,10.9073
03/15/2003,N/E,N/E,10.8173
03/16/2003,N/E,N/E,10.8173
03/17/2003,10.8713,10.8481,10.8173
03/18/2003,10.8147,10.8713,10.8481
03/19/2003,10.8633,10.8147,10.8713
03/20/2003,10.8734,10.8633,10.8147
03/21/2003,N/E,10.8734,10.8633
03/22/2003,N/E,N/E,10.8734
03/23/2003,N/E,N/E,10.8734
03/24/2003,10.8008,N/E,10.8734
03/25/2003,10.7200,10.8008,N/E
03/26/2003,10.7498,10.7200,10.8008
03/27/2003,10.7671,10.7498,10.7200
03/28/2003,10.6698,10.7671,10.7498
03/29/2003,N/E,N/E,10.7671
03/30/2003,N/E,N/E,10.7671
03/31/2003,10.7889,10.6698,10.7671
04/01/2003,10.7362,10.7889,10.6698
04/02/2003,10.6676,10.7362,10.7889
04/03/2003,10.6619,10.6676,10.7362
04/04/2003,10.6823,10.6619,10.6676
04/05/2003,N/E,N/E,10.6619
04/06/2003,N/E,N/E,10.6619
04/07/2003,10.6896,10.6823,10.6619
04/08/2003,10.7398,10.6896,10.6823
04/09/2003,10.7541,10.7398,10.6896
04/10/2003,10.7651,10.7541,10.7398
04/11/2003,10.7020,10.7651,10.7541
04/12/2003,N/E,N/E,10.7651
04/13/2003,N/E,N/E,10.7651
04/14/2003,10.6102,10.7020,10.7651
04/15/2003,10.6398,10.6102,10.7020
04/16/2003,10.6225,10.6398,10.6102
04/17/2003,N/E,10.6225,10.6398
04/18/2003,N/E,N/E,10.6225
04/19/2003,N/E,N/E,N/E
04/20/2003,N/E,N/E,N/E
04/21/2003,10.5545,N/E,N/E
04/22/2003,10.5525,10.5545,N/E
04/23/2003,10.5147,10.5525,10.5545
04/24/2003,10.4348,10.5147,10.5525
04/25/2003,10.4318,10.4348,10.5147
04/26/2003,N/E,N/E,10.4348
04/27/2003,N/E,N/E,10.4348
04/28/2003,10.4304,10.4318,10.4348
04/29/2003,10.3450,10.4304,10.4318
04/30/2003,10.3000,10.3450,10.4304
05/01/2003,N/E,10.3000,10.3450
05/02/2003,10.2003,N/E,10.3000
05/03/2003,N/E,N/E,N/E
05/04/2003,N/E,N/E,N/E
05/05/2003,10.1817,10.2003,N/E
05/06/2003,10.2678,10.1817,10.2003
05/07/2003,10.2115,10.2678,10.1817
05/08/2003,10.1700,10.2115,10.2678
05/09/2003,10.1068,10.1700,10.2115
05/10/2003,N/E,N/E,10.1700
05/11/2003,N/E,N/E,10.1700
05/12/2003,10.1773,10.1068,10.1700
05/13/2003,10.1605,10.1773,10.1068
05/14/2003,10.1428,10.1605,10.1773
05/15/2003,10.2927,10.1428,10.1605
05/16/2003,10.3760,10.2927,10.1428
05/17/2003,N/E,N/E,10.2927
05/18/2003,N/E,N/E,10.2927
05/19/2003,10.3498,10.3760,10.2927
05/20/2003,10.2663,10.3498,10.3760
05/21/2003,10.2530,10.2663,10.3498
05/22/2003,10.2383,10.2530,10.2663
05/23/2003,10.2473,10.2383,10.2530
05/24/2003,N/E,N/E,10.2383
05/25/2003,N/E,N/E,10.2383
05/26/2003,10.2519,10.2473,10.2383
05/27/2003,10.3166,10.2519,10.2473
05/28/2003,10.4063,10.3166,10.2519
05/29/2003,10.3205,10.4063,10.3166
05/30/2003,10.3377,10.3205,10.4063
05/31/2003,N/E,N/E,10.3205
06/01/2003,N/E,N/E,10.3205
06/02/2003,10.2402,10.3377,10.3205
06/03/2003,10.2598,10.2402,10.3377
06/04/2003,10.3882,10.2598,10.2402
06/05/2003,10.5598,10.3882,10.2598
06/06/2003,10.5608,10.5598,10.3882
06/07/2003,N/E,N/E,10.5598
06/08/2003,N/E,N/E,10.5598
06/09/2003,10.7431,10.5608,10.5598
06/10/2003,10.7145,10.7431,10.5608
06/11/2003,10.6119,10.7145,10.7431
06/12/2003,10.5775,10.6119,10.7145
06/13/2003,10.5946,10.5775,10.6119
06/14/2003,N/E,N/E,10.5775
06/15/2003,N/E,N/E,10.5775
06/16/2003,10.4983,10.5946,10.5775
06/17/2003,10.5014,10.4983,10.5946
06/18/2003,10.5883,10.5014,10.4983
06/19/2003,10.4858,10.5883,10.5014
06/20/2003,10.4669,10.4858,10.5883
06/21/2003,N/E,N/E,10.4858
06/22/2003,N/E,N/E,10.4858
06/23/2003,10.4796,10.4669,10.4858
06/24/2003,10.5188,10.4796,10.4669
06/25/2003,10.4734,10.5188,10.4796
06/26/2003,10.4808,10.4734,10.5188
06/27/2003,10.4176,10.4808,10.4734
06/28/2003,N/E,N/E,10.4808
06/29/2003,N/E,N/E,10.4808
06/30/2003,10.4370,10.4176,10.4808
07/01/2003,10.4495,10.4370,10.4176
07/02/2003,10.4779,10.4495,10.4370
07/03/2003,10.4470,10.4779,10.4495
07/04/2003,10.4087,10.4470,10.4779
07/05/2003,N/E,N/E,10.4470
07/06/2003,N/E,N/E,10.4470
07/07/2003,10.3946,10.4087,10.4470
07/08/2003,10.5430,10.3946,10.4087
07/09/2003,10.4795,10.5430,10.3946
07/10/2003,10.4482,10.4795,10.5430
07/11/2003,10.4213,10.4482,10.4795
07/12/2003,N/E,N/E,10.4482
07/13/2003,N/E,N/E,10.4482
07/14/2003,10.3821,10.4213,10.4482
07/15/2003,10.4308,10.3821,10.4213
07/16/2003,10.4079,10.4308,10.3821
07/17/2003,10.3490,10.4079,10.4308
07/18/2003,10.3600,10.3490,10.4079
07/19/2003,N/E,N/E,10.3490
07/20/2003,N/E,N/E,10.3490
07/21/2003,10.4105,10.3600,10.3490
07/22/2003,10.4362,10.4105,10.3600
07/23/2003,10.5160,10.4362,10.4105
07/24/2003,10.5203,10.5160,10.4362
07/25/2003,10.5095,10.5203,10.5160
07/26/2003,N/E,N/E,10.5203
07/27/2003,N/E,N/E,10.5203
07/28/2003,10.4645,10.5095,10.5203
07/29/2003,10.4878,10.4645,10.5095
07/30/2003,10.4870,10.4878,10.4645
07/31/2003,10.5243,10.4870,10.4878
08/01/2003,10.5997,10.5243,10.4870
08/02/2003,N/E,N/E,10.5243
08/03/2003,N/E,N/E,10.5243
08/04/2003,10.5864,10.5997,10.5243
08/05/2003,10.7117,10.5864,10.5997
08/06/2003,10.7058,10.7117,10.5864
08/07/2003,10.7001,10.7058,10.7117
08/08/2003,10.6623,10.7001,10.7058
08/09/2003,N/E,N/E,10.7001
08/10/2003,N/E,N/E,10.7001
08/11/2003,10.6909,10.6623,10.7001
08/12/2003,10.7448,10.6909,10.6623
08/13/2003,10.7562,10.7448,10.6909
08/14/2003,10.6961,10.7562,10.7448
08/15/2003,10.7273,10.6961,10.7562
08/16/2003,N/E,N/E,10.6961
08/17/2003,N/E,N/E,10.6961
08/18/2003,10.7230,10.7273,10.6961
08/19/2003,10.8007,10.7230,10.7273
08/20/2003,10.8379,10.8007,10.7230
08/21/2003,10.8507,10.8379,10.8007
08/22/2003,10.8615,10.8507,10.8379
08/23/2003,N/E,N/E,10.8507
08/24/2003,N/E,N/E,10.8507
08/25/2003,10.8753,10.8615,10.8507
08/26/2003,10.9118,10.8753,10.8615
08/27/2003,10.9337,10.9118,10.8753
08/28/2003,10.9806,10.9337,10.9118
08/29/2003,11.0475,10.9806,10.9337
08/30/2003,N/E,N/E,10.9806
08/31/2003,N/E,N/E,10.9806
09/01/2003,11.0460,11.0475,10.9806
09/02/2003,11.0313,11.0460,11.0475
09/03/2003,10.9386,11.0313,11.0460
09/04/2003,10.8575,10.9386,11.0313
09/05/2003,10.8620,10.8575,10.9386
09/06/2003,N/E,N/E,10.8575
09/07/2003,N/E,N/E,10.8575
09/08/2003,10.9185,10.8620,10.8575
09/09/2003,11.0233,10.9185,10.8620
09/10/2003,10.9502,11.0233,10.9185
09/11/2003,10.9737,10.9502,11.0233
09/12/2003,10.9793,10.9737,10.9502
09/13/2003,N/E,N/E,10.9737
09/14/2003,N/E,N/E,10.9737
09/15/2003,10.9713,10.9793,10.9737
09/16/2003,N/E,10.9713,10.9793
09/17/2003,10.9054,N/E,10.9713
09/18/2003,10.9163,10.9054,N/E
09/19/2003,10.8955,10.9163,10.9054
09/20/2003,N/E,N/E,10.9163
09/21/2003,N/E,N/E,10.9163
09/22/2003,10.8275,10.8955,10.9163
09/23/2003,10.7741,10.8275,10.8955
09/24/2003,10.7975,10.7741,10.8275
09/25/2003,10.8115,10.7975,10.7741
09/26/2003,10.9272,10.8115,10.7975
09/27/2003,N/E,N/E,10.8115
09/28/2003,N/E,N/E,10.8115
09/29/2003,11.0446,10.9272,10.8115
09/30/2003,11.0133,11.0446,10.9272
10/01/2003,10.9614,11.0133,11.0446
10/02/2003,11.1603,10.9614,11.0133
10/03/2003,11.2473,11.1603,10.9614
10/04/2003,N/E,N/E,11.1603
10/05/2003,N/E,N/E,11.1603
10/06/2003,11.2193,11.2473,11.1603
10/07/2003,11.2923,11.2193,11.2473
10/08/2003,11.2490,11.2923,11.2193
10/09/2003,11.2356,11.2490,11.2923
10/10/2003,11.1946,11.2356,11.2490
10/11/2003,N/E,N/E,11.2356
10/12/2003,N/E,N/E,11.2356
10/13/2003,11.1853,11.1946,11.2356
10/14/2003,11.2347,11.1853,11.1946
10/15/2003,11.1785,11.2347,11.1853
10/16/2003,11.2472,11.1785,11.2347
10/17/2003,11.2802,11.2472,11.1785
10/18/2003,N/E,N/E,11.2472
10/19/2003,N/E,N/E,11.2472
10/20/2003,11.1748,11.2802,11.2472
10/21/2003,11.1397,11.1748,11.2802
10/22/2003,11.2178,11.1397,11.1748
10/23/2003,11.1810,11.2178,11.1397
10/24/2003,11.1784,11.1810,11.2178
10/25/2003,N/E,N/E,11.1810
10/26/2003,N/E,N/E,11.1810
10/27/2003,11.1068,11.1784,11.1810
10/28/2003,11.0693,11.1068,11.1784
10/29/2003,11.1078,11.0693,11.1068
10/30/2003,11.1058,11.1078,11.0693
10/31/2003,11.0525,11.1058,11.1078
11/01/2003,N/E,N/E,11.1058
11/02/2003,N/E,N/E,11.1058
11/03/2003,10.9881,11.0525,11.1058
11/04/2003,10.9998,10.9881,11.0525
11/05/2003,10.9829,10.9998,10.9881
11/06/2003,10.9903,10.9829,10.9998
11/07/2003,10.9688,10.9903,10.9829
11/08/2003,N/E,N/E,10.9903
11/09/2003,N/E,N/E,10.9903
11/10/2003,11.0097,10.9688,10.9903
11/11/2003,10.9582,11.0097,10.9688
11/12/2003,11.0582,10.9582,11.0097
11/13/2003,11.1757,11.0582,10.9582
11/14/2003,11.1442,11.1757,11.0582
11/15/2003,N/E,N/E,11.1757
11/16/2003,N/E,N/E,11.1757
11/17/2003,11.1823,11.1442,11.1757
11/18/2003,11.1643,11.1823,11.1442
11/19/2003,11.2094,11.1643,11.1823
11/20/2003,N/E,11.2094,11.1643
11/21/2003,11.2058,N/E,11.2094
11/22/2003,N/E,N/E,N/E
11/23/2003,N/E,N/E,N/E
11/24/2003,11.2879,11.2058,N/E
11/25/2003,11.3398,11.2879,11.2058
11/26/2003,11.3522,11.3398,11.2879
11/27/2003,11.3385,11.3522,11.3398
11/28/2003,11.3985,11.3385,11.3522
11/29/2003,N/E,N/E,11.3385
11/30/2003,N/E,N/E,11.3385
12/01/2003,11.3783,11.3985,11.3385
12/02/2003,11.3535,11.3783,11.3985
12/03/2003,11.2496,11.3535,11.3783
12/04/2003,11.2224,11.2496,11.3535
12/05/2003,11.1959,11.2224,11.2496
12/06/2003,N/E,N/E,11.2224
12/07/2003,N/E,N/E,11.2224
12/08/2003,11.2391,11.1959,11.2224
12/09/2003,11.1635,11.2391,11.1959
12/10/2003,11.2145,11.1635,11.2391
12/11/2003,11.1877,11.2145,11.1635
12/12/2003,N/E,11.1877,11.2145
12/13/2003,N/E,N/E,11.1877
12/14/2003,N/E,N/E,11.1877
12/15/2003,11.2728,N/E,11.1877
12/16/2003,11.3061,11.2728,N/E
12/17/2003,11.2676,11.3061,11.2728
12/18/2003,11.2193,11.2676,11.3061
12/19/2003,11.2295,11.2193,11.2676
12/20/2003,N/E,N/E,11.2193
12/21/2003,N/E,N/E,11.2193
12/22/2003,11.2855,11.2295,11.2193
12/23/2003,11.2696,11.2855,11.2295
12/24/2003,11.2744,11.2696,11.2855
12/25/2003,N/E,11.2744,11.2696
12/26/2003,11.2180,N/E,11.2744
12/27/2003,N/E,N/E,N/E
12/28/2003,N/E,N/E,N/E
12/29/2003,11.2360,11.2180,N/E
12/30/2003,11.1998,11.2360,11.2180
12/31/2003,11.2372,11.1998,11.2360
01/01/2004,N/E,11.2372,11.1998
01/02/2004,11.0885,N/E,11.2372
01/03/2004,N/E,N/E,N/E
01/04/2004,N/E,N/E,N/E
01/05/2004,10.9805,11.0885,N/E
01/06/2004,10.9686,10.9805,11.0885
01/07/2004,10.9044,10.9686,10.9805
01/08/2004,10.8847,10.9044,10.9686
01/09/2004,10.8376,10.8847,10.9044
01/10/2004,N/E,N/E,10.8847
01/11/2004,N/E,N/E,10.8847
01/12/2004,10.8180,10.8376,10.8847
01/13/2004,10.8369,10.8180,10.8376
01/14/2004,10.8231,10.8369,10.8180
01/15/2004,10.8514,10.8231,10.8369
01/16/2004,10.8172,10.8514,10.8231
01/17/2004,N/E,N/E,10.8514
01/18/2004,N/E,N/E,10.8514
01/19/2004,10.8264,10.8172,10.8514
01/20/2004,10.8470,10.8264,10.8172
01/21/2004,10.9521,10.8470,10.8264
01/22/2004,11.0012,10.9521,10.8470
01/23/2004,10.9620,11.0012,10.9521
01/24/2004,N/E,N/E,11.0012
01/25/2004,N/E,N/E,11.0012
01/26/2004,10.9178,10.9620,11.0012
01/27/2004,10.8789,10.9178,10.9620
01/28/2004,10.9145,10.8789,10.9178
01/29/2004,11.0843,10.9145,10.8789
01/30/2004,11.0214,11.0843,10.9145
01/31/2004,N/E,N/E,11.0843
02/01/2004,N/E,N/E,11.0843
02/02/2004,10.9545,11.0214,11.0843
02/03/2004,11.0820,10.9545,11.0214
02/04/2004,11.0608,11.0820,10.9545
02/05/2004,N/E,11.0608,11.0820
02/06/2004,11.1305,N/E,11.0608
02/07/2004,N/E,N/E,N/E
02/08/2004,N/E,N/E,N/E
02/09/2004,11.1039,11.1305,N/E
02/10/2004,11.1069,11.1039,11.1305
02/11/2004,10.9866,11.1069,11.1039
02/12/2004,10.9626,10.9866,11.1069
02/13/2004,10.9627,10.9626,10.9866
02/14/2004,N/E,N/E,10.9626
02/15/2004,N/E,N/E,10.9626
02/16/2004,10.9434,10.9627,10.9626
02/17/2004,10.9337,10.9434,10.9627
02/18/2004,10.9058,10.9337,10.9434
02/19/2004,10.9688,10.9058,10.9337
02/20/2004,10.9423,10.9688,10.9058
02/21/2004,N/E,N/E,10.9688
02/22/2004,N/E,N/E,10.9688
02/23/2004,10.9437,10.9423,10.9688
02/24/2004,11.0558,10.9437,10.9423
02/25/2004,11.0932,11.0558,10.9437
02/26/2004,11.0715,11.0932,11.0558
02/27/2004,11.0606,11.0715,11.0932
02/28/2004,N/E,N/E,11.0715
02/29/2004,N/E,N/E,11.0715
03/01/2004,10.9794,11.0606,11.0715
03/02/2004,10.9623,10.9794,11.0606
03/03/2004,11.0301,10.9623,10.9794
03/04/2004,10.9955,11.0301,10.9623
03/05/2004,10.9393,10.9955,11.0301
03/06/2004,N/E,N/E,10.9955
03/07/2004,N/E,N/E,10.9955
03/08/2004,10.9329,10.9393,10.9955
03/09/2004,10.9695,10.9329,10.9393
03/10/2004,10.9368,10.9695,10.9329
03/11/2004,10.9633,10.9368,10.9695
03/12/2004,10.9638,10.9633,10.9368
03/13/2004,N/E,N/E,10.9633
03/14/2004,N/E,N/E,10.9633
03/15/2004,10.9621,10.9638,10.9633
03/16/2004,11.0390,10.9621,10.9638
03/17/2004,10.9988,11.0390,10.9621
03/18/2004,11.0128,10.9988,11.0390
03/19/2004,10.9863,11.0128,10.9988
03/20/2004,N/E,N/E,11.0128
03/21/2004,N/E,N/E,11.0128
03/22/2004,10.9737,10.9863,11.0128
03/23/2004,10.9695,10.9737,10.9863
03/24/2004,10.9915,10.9695,10.9737
03/25/2004,11.0130,10.9915,10.9695
03/26/2004,11.0578,11.0130,10.9915
03/27/2004,N/E,N/E,11.0130
03/28/2004,N/E,N/E,11.0130
03/29/2004,11.1540,11.0578,11.0130
03/30/2004,11.2103,11.1540,11.0578
03/31/2004,11.1748,11.2103,11.1540
04/01/2004,11.1828,11.1748,11.2103
04/02/2004,11.1815,11.1828,11.1748
04/03/2004,N/E,N/E,11.1828
04/04/2004,N/E,N/E,11.1828
04/05/2004,11.1598,11.1815,11.1828
04/06/2004,11.1631,11.1598,11.1815
04/07/2004,11.2233,11.1631,11.1598
04/08/2004,N/E,11.2233,11.1631
04/09/2004,N/E,N/E,11.2233
04/10/2004,N/E,N/E,N/E
04/11/2004,N/E,N/E,N/E
04/12/2004,11.2211,N/E,N/E
04/13/2004,11.2702,11.2211,N/E
04/14/2004,11.2848,11.2702,11.2211
04/15/2004,11.2700,11.2848,11.2702
04/16/2004,11.2525,11.2700,11.2848
04/17/2004,N/E,N/E,11.2700
04/18/2004,N/E,N/E,11.2700
04/19/2004,11.2510,11.2525,11.2700
04/20/2004,11.3065,11.2510,11.2525
04/21/2004,11.3119,11.3065,11.2510
04/22/2004,11.3256,11.3119,11.3065
04/23/2004,11.3433,11.3256,11.3119
04/24/2004,N/E,N/E,11.3256
04/25/2004,N/E,N/E,11.3256
04/26/2004,11.2881,11.3433,11.3256
04/27/2004,11.3109,11.2881,11.3433
04/28/2004,11.3387,11.3109,11.2881
04/29/2004,11.4068,11.3387,11.3109
04/30/2004,11.4093,11.4068,11.3387
05/01/2004,N/E,N/E,11.4068
05/02/2004,N/E,N/E,11.4068
05/03/2004,11.4310,11.4093,11.4068
05/04/2004,11.4105,11.4310,11.4093
05/05/2004,11.3887,11.4105,11.4310
05/06/2004,11.4358,11.3887,11.4105
05/07/2004,11.5272,11.4358,11.3887
05/08/2004,N/E,N/E,11.4358
05/09/2004,N/E,N/E,11.4358
05/10/2004,11.6328,11.5272,11.4358
05/11/2004,11.6325,11.6328,11.5272
05/12/2004,11.6246,11.6325,11.6328
05/13/2004,11.6281,11.6246,11.6325
05/14/2004,11.5713,11.6281,11.6246
05/15/2004,N/E,N/E,11.6281
05/16/2004,N/E,N/E,11.6281
05/17/2004,11.5282,11.5713,11.6281
05/18/2004,11.4933,11.5282,11.5713
05/19/2004,11.5448,11.4933,11.5282
05/20/2004,11.5735,11.5448,11.4933
05/21/2004,11.5673,11.5735,11.5448
05/22/2004,N/E,N/E,11.5735
05/23/2004,N/E,N/E,11.5735
05/24/2004,11.5608,11.5673,11.5735
05/25/2004,11.4760,11.5608,11.5673
05/26/2004,11.4556,11.4760,11.5608
05/27/2004,11.4515,11.4556,11.4760
05/28/2004,11.4128,11.4515,11.4556
05/29/2004,N/E,N/E,11.4515
