Date,FIX,"Published in
DOF","In order to pay
obligations"
11/12/2019,19.2178,19.1090,19.1068
11/13/2019,19.4543,19.2178,19.1090
11/14/2019,19.4228,19.4543,19.2178
11/15/2019,19.2063,19.4228,19.4543
11/16/2019,N/E,N/E,19.4228
11/17/2019,N/E,N/E,19.4228
11/18/2019,N/E,N/E,19.4228
11/19/2019,19.3687,19.2063,19.4228
11/20/2019,19.4800,19.3687,19.2063
11/21/2019,19.4138,19.4800,19.3687
11/22/2019,19.3987,19.4138,19.4800
11/23/2019,N/E,N/E,19.4138
11/24/2019,N/E,N/E,19.4138
11/25/2019,19.4468,19.3987,19.4138
11/26/2019,19.5185,19.4468,19.3987
11/27/2019,19.5607,19.5185,19.4468
11/28/2019,19.6113,19.5607,19.5185
11/29/2019,19.5352,19.6113,19.5607
11/30/2019,N/E,N/E,19.6113
12/01/2019,N/E,N/E,19.6113
12/02/2019,19.5717,19.5352,19.6113
12/03/2019,19.5678,19.5717,19.5352
12/04/2019,19.4707,19.5678,19.5717
12/05/2019,19.3688,19.4707,19.5678
12/06/2019,19.3247,19.3688,19.4707
12/07/2019,N/E,N/E,19.3688
12/08/2019,N/E,N/E,19.3688
12/09/2019,19.2302,19.3247,19.3688
12/10/2019,19.2362,19.2302,19.3247
12/11/2019,19.1785,19.2362,19.2302
12/12/2019,N/E,N/E,19.2362
12/13/2019,19.0455,19.1785,19.2362
12/14/2019,N/E,N/E,19.1785
12/15/2019,N/E,N/E,19.1785
12/16/2019,18.9702,19.0455,19.1785
12/17/2019,18.9165,18.9702,19.0455
12/18/2019,18.9542,18.9165,18.9702
12/19/2019,18.9640,18.9542,18.9165
12/20/2019,18.9133,18.9640,18.9542
12/21/2019,N/E,N/E,18.9640
12/22/2019,N/E,N/E,18.9640
12/23/2019,18.9385,18.9133,18.9640
12/24/2019,18.9643,18.9385,18.9133
12/25/2019,N/E,N/E,18.9385
12/26/2019,18.9445,18.9643,18.9385
12/27/2019,18.8452,18.9445,18.9643
12/28/2019,N/E,N/E,18.9445
12/29/2019,N/E,N/E,18.9445
12/30/2019,18.8727,18.8452,18.9445
12/31/2019,18.8642,18.8727,18.8452
01/01/2020,N/E,N/E,18.8727
01/02/2020,18.8817,18.8642,18.8727
01/03/2020,18.8673,18.8817,18.8642
01/04/2020,N/E,N/E,18.8817
01/05/2020,N/E,N/E,18.8817
01/06/2020,18.8270,18.8673,18.8817
01/07/2020,18.8852,18.8270,18.8673
01/08/2020,18.7980,18.8852,18.8270
01/09/2020,18.8453,18.7980,18.8852
01/10/2020,18.7732,18.8453,18.7980
01/11/2020,N/E,N/E,18.8453
01/12/2020,N/E,N/E,18.8453
01/13/2020,18.8215,18.7732,18.8453
01/14/2020,18.8120,18.8215,18.7732
01/15/2020,18.8077,18.8120,18.8215
01/16/2020,18.7930,18.8077,18.8120
01/17/2020,18.7388,18.7930,18.8077
01/18/2020,N/E,N/E,18.7930
01/19/2020,N/E,N/E,18.7930
01/20/2020,18.6725,18.7388,18.7930
01/21/2020,18.7007,18.6725,18.7388
01/22/2020,18.6883,18.7007,18.6725
01/23/2020,18.8018,18.6883,18.7007
01/24/2020,18.8313,18.8018,18.6883
01/25/2020,N/E,N/E,18.8018
01/26/2020,N/E,N/E,18.8018
01/27/2020,18.9407,18.8313,18.8018
01/28/2020,18.8022,18.9407,18.8313
01/29/2020,18.7067,18.8022,18.9407
01/30/2020,18.7853,18.7067,18.8022
01/31/2020,18.9082,18.7853,18.7067
02/01/2020,N/E,N/E,18.7853
02/02/2020,N/E,N/E,18.7853
02/03/2020,N/E,N/E,18.7853
02/04/2020,18.6797,18.9082,18.7853
02/05/2020,18.6245,18.6797,18.9082
02/06/2020,18.6645,18.6245,18.6797
02/07/2020,18.7763,18.6645,18.6245
02/08/2020,N/E,N/E,18.6645
02/09/2020,N/E,N/E,18.6645
02/10/2020,18.7653,18.7763,18.6645
02/11/2020,18.6740,18.7653,18.7763
02/12/2020,18.6308,18.6740,18.7653
02/13/2020,18.6458,18.6308,18.6740
02/14/2020,18.5712,18.6458,18.6308
02/15/2020,N/E,N/E,18.6458
02/16/2020,N/E,N/E,18.6458
02/17/2020,18.5715,18.5712,18.6458
02/18/2020,18.5952,18.5715,18.5712
02/19/2020,18.5910,18.5952,18.5715
02/20/2020,18.7992,18.5910,18.5952
02/21/2020,18.9138,18.7992,18.5910
02/22/2020,N/E,N/E,18.7992
02/23/2020,N/E,N/E,18.7992
02/24/2020,19.1197,18.9138,18.7992
02/25/2020,19.0878,19.1197,18.9138
02/26/2020,19.1585,19.0878,19.1197
02/27/2020,19.3973,19.1585,19.0878
02/28/2020,19.7760,19.3973,19.1585
02/29/2020,N/E,N/E,19.3973
03/01/2020,N/E,N/E,19.3973
03/02/2020,19.6985,19.7760,19.3973
03/03/2020,19.2837,19.6985,19.7760
03/04/2020,19.5335,19.2837,19.6985
03/05/2020,19.8095,19.5335,19.2837
03/06/2020,20.1623,19.8095,19.5335
03/07/2020,N/E,N/E,19.8095
03/08/2020,N/E,N/E,19.8095
03/09/2020,21.1117,20.1623,19.8095
03/10/2020,21.0267,21.1117,20.1623
03/11/2020,21.2130,21.0267,21.1117
03/12/2020,22.1518,21.2130,21.0267
03/13/2020,21.9288,22.1518,21.2130
03/14/2020,N/E,N/E,22.1518
03/15/2020,N/E,N/E,22.1518
03/16/2020,N/E,N/E,22.1518
03/17/2020,23.0573,21.9288,22.1518
03/18/2020,23.9008,23.0573,21.9288
03/19/2020,24.0868,23.9008,23.0573
03/20/2020,24.1113,24.0868,23.9008
03/21/2020,N/E,N/E,24.0868
03/22/2020,N/E,N/E,24.0868
03/23/2020,25.0782,24.1113,24.0868
03/24/2020,25.1185,25.0782,24.1113
03/25/2020,24.2948,25.1185,25.0782
03/26/2020,23.0970,24.2948,25.1185
03/27/2020,23.5122,23.0970,24.2948
03/28/2020,N/E,N/E,23.0970
03/29/2020,N/E,N/E,23.0970
03/30/2020,24.2853,23.5122,23.0970
03/31/2020,23.4847,24.2853,23.5122
04/01/2020,24.4918,23.4847,24.2853
04/02/2020,24.1087,24.4918,23.4847
04/03/2020,24.6938,24.1087,24.4918
04/04/2020,N/E,N/E,24.1087
04/05/2020,N/E,N/E,24.1087
04/06/2020,24.6895,24.6938,24.1087
04/07/2020,24.0388,24.6895,24.6938
04/08/2020,24.0925,24.0388,24.6895
04/09/2020,N/E,N/E,24.0388
04/10/2020,N/E,N/E,24.0388
04/11/2020,N/E,N/E,24.0388
04/12/2020,N/E,N/E,24.0388
04/13/2020,23.7427,24.0925,24.0388
04/14/2020,23.5645,23.7427,24.0925
04/15/2020,24.1155,23.5645,23.7427
04/16/2020,24.2098,24.1155,23.5645
04/17/2020,23.9012,24.2098,24.1155
04/18/2020,N/E,N/E,24.2098
04/19/2020,N/E,N/E,24.2098
04/20/2020,24.0077,23.9012,24.2098
04/21/2020,24.4248,24.0077,23.9012
04/22/2020,24.5883,24.4248,24.0077
04/23/2020,24.6230,24.5883,24.4248
04/24/2020,24.8583,24.6230,24.5883
04/25/2020,N/E,N/E,24.6230
04/26/2020,N/E,N/E,24.6230
04/27/2020,24.8492,24.8583,24.6230
04/28/2020,24.3882,24.8492,24.8583
04/29/2020,24.0002,24.3882,24.8492
04/30/2020,23.9283,24.0002,24.3882
05/01/2020,N/E,N/E,24.0002
05/02/2020,N/E,N/E,24.0002
05/03/2020,N/E,N/E,24.0002
05/04/2020,24.3812,23.9283,24.0002
05/05/2020,23.8343,24.3812,23.9283
05/06/2020,24.2942,23.8343,24.3812
05/07/2020,24.0563,24.2942,23.8343
05/08/2020,23.6805,24.0563,24.2942
05/09/2020,N/E,N/E,24.0563
05/10/2020,N/E,N/E,24.0563
05/11/2020,23.8693,23.6805,24.0563
05/12/2020,24.0487,23.8693,23.6805
05/13/2020,24.2113,24.0487,23.8693
05/14/2020,24.2708,24.2113,24.0487
05/15/2020,23.9580,24.2708,24.2113
05/16/2020,N/E,N/E,24.2708
05/17/2020,N/E,N/E,24.2708
05/18/2020,23.6032,23.9580,24.2708
05/19/2020,23.6023,23.6032,23.9580
05/20/2020,23.2962,23.6023,23.6032
05/21/2020,22.9600,23.2962,23.6023
05/22/2020,22.7928,22.9600,23.2962
05/23/2020,N/E,N/E,22.9600
05/24/2020,N/E,N/E,22.9600
05/25/2020,22.5630,22.7928,22.9600
05/26/2020,22.2932,22.5630,22.7928
05/27/2020,22.3633,22.2932,22.5630
05/28/2020,22.2040,22.3633,22.2932
05/29/2020,22.1778,22.2040,22.3633
05/30/2020,N/E,N/E,22.2040
05/31/2020,N/E,N/E,22.2040
06/01/2020,22.0168,22.1778,22.2040
06/02/2020,21.6827,22.0168,22.1778
06/03/2020,21.6043,21.6827,22.0168
06/04/2020,21.8388,21.6043,21.6827
06/05/2020,21.5837,21.8388,21.6043
06/06/2020,N/E,N/E,21.8388
06/07/2020,N/E,N/E,21.8388
06/08/2020,21.6552,21.5837,21.8388
06/09/2020,21.7252,21.6552,21.5837
06/10/2020,21.9230,21.7252,21.6552
06/11/2020,22.4252,21.9230,21.7252
06/12/2020,22.3347,22.4252,21.9230
06/13/2020,N/E,N/E,22.4252
06/14/2020,N/E,N/E,22.4252
06/15/2020,22.5435,22.3347,22.4252
06/16/2020,22.2168,22.5435,22.3347
06/17/2020,22.2783,22.2168,22.5435
06/18/2020,22.6088,22.2783,22.2168
06/19/2020,22.6300,22.6088,22.2783
06/20/2020,N/E,N/E,22.6088
06/21/2020,N/E,N/E,22.6088
06/22/2020,22.4413,22.6300,22.6088
06/23/2020,22.4130,22.4413,22.6300
06/24/2020,22.6662,22.4130,22.4413
06/25/2020,22.7963,22.6662,22.4130
06/26/2020,22.9715,22.7963,22.6662
06/27/2020,N/E,N/E,22.7963
06/28/2020,N/E,N/E,22.7963
06/29/2020,23.1325,22.9715,22.7963
06/30/2020,23.0893,23.1325,22.9715
07/01/2020,22.8078,23.0893,23.1325
07/02/2020,22.5225,22.8078,23.0893
07/03/2020,22.4147,22.5225,22.8078
07/04/2020,N/E,N/E,22.5225
07/05/2020,N/E,N/E,22.5225
07/06/2020,22.2808,22.4147,22.5225
07/07/2020,22.6213,22.2808,22.4147
07/08/2020,22.8225,22.6213,22.2808
07/09/2020,22.6945,22.8225,22.6213
07/10/2020,22.5342,22.6945,22.8225
07/11/2020,N/E,N/E,22.6945
07/12/2020,N/E,N/E,22.6945
07/13/2020,22.4633,22.5342,22.6945
07/14/2020,22.6173,22.4633,22.5342
07/15/2020,22.3647,22.6173,22.4633
07/16/2020,22.3032,22.3647,22.6173
07/17/2020,22.4897,22.3032,22.3647
07/18/2020,N/E,N/E,22.3032
07/19/2020,N/E,N/E,22.3032
07/20/2020,22.6278,22.4897,22.3032
07/21/2020,22.3597,22.6278,22.4897
07/22/2020,22.2510,22.3597,22.6278
07/23/2020,22.3627,22.2510,22.3597
07/24/2020,22.3842,22.3627,22.2510
07/25/2020,N/E,N/E,22.3627
07/26/2020,N/E,N/E,22.3627
07/27/2020,22.0275,22.3842,22.3627
07/28/2020,21.9615,22.0275,22.3842
07/29/2020,21.9907,21.9615,22.0275
07/30/2020,22.1727,21.9907,21.9615
07/31/2020,22.2012,22.1727,21.9907
08/01/2020,N/E,N/E,22.1727
08/02/2020,N/E,N/E,22.1727
08/03/2020,22.6140,22.2012,22.1727
08/04/2020,22.7845,22.6140,22.2012
08/05/2020,22.4068,22.7845,22.6140
08/06/2020,22.3652,22.4068,22.7845
08/07/2020,22.4892,22.3652,22.4068
08/08/2020,N/E,N/E,22.3652
08/09/2020,N/E,N/E,22.3652
08/10/2020,22.4850,22.4892,22.3652
08/11/2020,22.3490,22.4850,22.4892
08/12/2020,22.3457,22.3490,22.4850
08/13/2020,22.2628,22.3457,22.3490
08/14/2020,22.0313,22.2628,22.3457
08/15/2020,N/E,N/E,22.2628
08/16/2020,N/E,N/E,22.2628
08/17/2020,22.0570,22.0313,22.2628
08/18/2020,22.1535,22.0570,22.0313
08/19/2020,22.0527,22.1535,22.0570
08/20/2020,22.1760,22.0527,22.1535
08/21/2020,22.0362,22.1760,22.0527
08/22/2020,N/E,N/E,22.1760
08/23/2020,N/E,N/E,22.1760
08/24/2020,21.9840,22.0362,22.1760
08/25/2020,21.9723,21.9840,22.0362
08/26/2020,21.9202,21.9723,21.9840
08/27/2020,22.1168,21.9202,21.9723
08/28/2020,21.8602,22.1168,21.9202
08/29/2020,N/E,N/E,22.1168
08/30/2020,N/E,N/E,22.1168
08/31/2020,21.8880,21.8602,22.1168
09/01/2020,21.7445,21.8880,21.8602
09/02/2020,21.8393,21.7445,21.8880
09/03/2020,21.6383,21.8393,21.7445
09/04/2020,21.6115,21.6383,21.8393
09/05/2020,N/E,N/E,21.6383
09/06/2020,N/E,N/E,21.6383
09/07/2020,21.5887,21.6115,21.6383
09/08/2020,21.7138,21.5887,21.6115
09/09/2020,21.5377,21.7138,21.5887
09/10/2020,21.2773,21.5377,21.7138
09/11/2020,21.3210,21.2773,21.5377
09/12/2020,N/E,N/E,21.2773
09/13/2020,N/E,N/E,21.2773
09/14/2020,21.0728,21.3210,21.2773
09/15/2020,21.0692,21.0728,21.3210
09/16/2020,N/E,N/E,21.0728
09/17/2020,20.9850,21.0692,21.0728
09/18/2020,20.9697,20.9850,21.0692
09/19/2020,N/E,N/E,20.9850
09/20/2020,N/E,N/E,20.9850
09/21/2020,21.5050,20.9697,20.9850
09/22/2020,21.5682,21.5050,20.9697
09/23/2020,22.0897,21.5682,21.5050
09/24/2020,22.3678,22.0897,21.5682
09/25/2020,22.4402,22.3678,22.0897
09/26/2020,N/E,N/E,22.3678
09/27/2020,N/E,N/E,22.3678
09/28/2020,22.4573,22.4402,22.3678
09/29/2020,22.3598,22.4573,22.4402
09/30/2020,22.1438,22.3598,22.4573
10/01/2020,21.9562,22.1438,22.3598
10/02/2020,21.7025,21.9562,22.1438
10/03/2020,N/E,N/E,21.9562
10/04/2020,N/E,N/E,21.9562
10/05/2020,21.3960,21.7025,21.9562
10/06/2020,21.4507,21.3960,21.7025
10/07/2020,21.4930,21.4507,21.3960
10/08/2020,21.4318,21.4930,21.4507
10/09/2020,21.1822,21.4318,21.4930
10/10/2020,N/E,N/E,21.4318
10/11/2020,N/E,N/E,21.4318
10/12/2020,21.2183,21.1822,21.4318
10/13/2020,21.3677,21.2183,21.1822
10/14/2020,21.2998,21.3677,21.2183
10/15/2020,21.3832,21.2998,21.3677
10/16/2020,21.1765,21.3832,21.2998
10/17/2020,N/E,N/E,21.3832
10/18/2020,N/E,N/E,21.3832
10/19/2020,21.1342,21.1765,21.3832
10/20/2020,21.0902,21.1342,21.1765
10/21/2020,21.0640,21.0902,21.1342
10/22/2020,21.0300,21.0640,21.0902
10/23/2020,20.9205,21.0300,21.0640
10/24/2020,N/E,N/E,21.0300
10/25/2020,N/E,N/E,21.0300
10/26/2020,20.9818,20.9205,21.0300
10/27/2020,20.8798,20.9818,20.9205
10/28/2020,21.1648,20.8798,20.9818
10/29/2020,21.3770,21.1648,20.8798
10/30/2020,21.2508,21.3770,21.1648
10/31/2020,N/E,N/E,21.3770
11/01/2020,N/E,N/E,21.3770
11/02/2020,N/E,N/E,21.3770
11/03/2020,21.1555,21.2508,21.3770
11/04/2020,21.0345,21.1555,21.2508
11/05/2020,20.7612,21.0345,21.1555
11/06/2020,20.6200,20.7612,21.0345
11/07/2020,N/E,N/E,20.7612
11/08/2020,N/E,N/E,20.7612
11/09/2020,20.3600,20.6200,20.7612
11/10/2020,20.4018,20.3600,20.6200
11/11/2020,20.5772,20.4018,20.3600
11/12/2020,20.5303,20.5772,20.4018
11/13/2020,20.4833,20.5303,20.5772
11/14/2020,N/E,N/E,20.5303
11/15/2020,N/E,N/E,20.5303
11/16/2020,N/E,N/E,20.5303
11/17/2020,20.3212,20.4833,20.5303
11/18/2020,20.2388,20.3212,20.4833
11/19/2020,20.1858,20.2388,20.3212
11/20/2020,20.1172,20.1858,20.2388
11/21/2020,N/E,N/E,20.1858
11/22/2020,N/E,N/E,20.1858
11/23/2020,20.1012,20.1172,20.1858
11/24/2020,20.0577,20.1012,20.1172
11/25/2020,20.0465,20.0577,20.1012
11/26/2020,20.0467,20.0465,20.0577
11/27/2020,20.0777,20.0467,20.0465
11/28/2020,N/E,N/E,20.0467
11/29/2020,N/E,N/E,20.0467
11/30/2020,20.1398,20.0777,20.0467
12/01/2020,20.0508,20.1398,20.0777
12/02/2020,20.0497,20.0508,20.1398
12/03/2020,19.9083,20.0497,20.0508
12/04/2020,19.7838,19.9083,20.0497
12/05/2020,N/E,N/E,19.9083
12/06/2020,N/E,N/E,19.9083
12/07/2020,19.8213,19.7838,19.9083
12/08/2020,19.7537,19.8213,19.7838
12/09/2020,19.8368,19.7537,19.8213
12/10/2020,19.9572,19.8368,19.7537
12/11/2020,20.1075,19.9572,19.8368
12/12/2020,N/E,N/E,19.9572
12/13/2020,N/E,N/E,19.9572
12/14/2020,20.1778,20.1075,19.9572
12/15/2020,20.1113,20.1778,20.1075
12/16/2020,19.9513,20.1113,20.1778
12/17/2020,19.8173,19.9513,20.1113
12/18/2020,19.9487,19.8173,19.9513
12/19/2020,N/E,N/E,19.8173
12/20/2020,N/E,N/E,19.8173
12/21/2020,20.0905,19.9487,19.8173
12/22/2020,20.0562,20.0905,19.9487
12/23/2020,20.1175,20.0562,20.0905
12/24/2020,19.8517,20.1175,20.0562
12/25/2020,N/E,N/E,20.1175
12/26/2020,N/E,N/E,20.1175
12/27/2020,N/E,N/E,20.1175
12/28/2020,20.0477,19.8517,20.1175
12/29/2020,19.9487,20.0477,19.8517
12/30/2020,19.9352,19.9487,20.0477
12/31/2020,19.9087,19.9352,19.9487
01/01/2021,N/E,N/E,19.9352
01/02/2021,N/E,N/E,19.9352
01/03/2021,N/E,N/E,19.9352
01/04/2021,19.8457,19.9087,19.9352
01/05/2021,19.9437,19.8457,19.9087
01/06/2021,19.7250,19.9437,19.8457
01/07/2021,19.9100,19.7250,19.9437
01/08/2021,19.9705,19.9100,19.7250
01/09/2021,N/E,N/E,19.9100
01/10/2021,N/E,N/E,19.9100
01/11/2021,20.1130,19.9705,19.9100
01/12/2021,19.9373,20.1130,19.9705
01/13/2021,19.7935,19.9373,20.1130
01/14/2021,19.7793,19.7935,19.9373
01/15/2021,19.7875,19.7793,19.7935
01/16/2021,N/E,N/E,19.7793
01/17/2021,N/E,N/E,19.7793
01/18/2021,19.7570,19.7875,19.7793
01/19/2021,19.6788,19.7570,19.7875
01/20/2021,19.5793,19.6788,19.7570
01/21/2021,19.7393,19.5793,19.6788
01/22/2021,19.9833,19.7393,19.5793
01/23/2021,N/E,N/E,19.7393
01/24/2021,N/E,N/E,19.7393
01/25/2021,20.1598,19.9833,19.7393
01/26/2021,20.0152,20.1598,19.9833
01/27/2021,20.2168,20.0152,20.1598
01/28/2021,20.2697,20.2168,20.0152
01/29/2021,20.2248,20.2697,20.2168
01/30/2021,N/E,N/E,20.2697
01/31/2021,N/E,N/E,20.2697
02/01/2021,N/E,N/E,20.2697
02/02/2021,20.1722,20.2248,20.2697
02/03/2021,20.1953,20.1722,20.2248
02/04/2021,20.4435,20.1953,20.1722
02/05/2021,20.1388,20.4435,20.1953
02/06/2021,N/E,N/E,20.4435
02/07/2021,N/E,N/E,20.4435
02/08/2021,20.1227,20.1388,20.4435
02/09/2021,20.0913,20.1227,20.1388
02/10/2021,20.0588,20.0913,20.1227
02/11/2021,19.9535,20.0588,20.0913
02/12/2021,19.9622,19.9535,20.0588
02/13/2021,N/E,N/E,19.9535
02/14/2021,N/E,N/E,19.9535
02/15/2021,19.9518,19.9622,19.9535
02/16/2021,20.2023,19.9518,19.9622
02/17/2021,20.2257,20.2023,19.9518
02/18/2021,20.4165,20.2257,20.2023
02/19/2021,20.4222,20.4165,20.2257
02/20/2021,N/E,N/E,20.4165
02/21/2021,N/E,N/E,20.4165
02/22/2021,20.6783,20.4222,20.4165
02/23/2021,20.5833,20.6783,20.4222
02/24/2021,20.4752,20.5833,20.6783
02/25/2021,20.8523,20.4752,20.5833
02/26/2021,20.9390,20.8523,20.4752
02/27/2021,N/E,N/E,20.8523
02/28/2021,N/E,N/E,20.8523
03/01/2021,20.6123,20.9390,20.8523
03/02/2021,20.6903,20.6123,20.9390
03/03/2021,20.8957,20.6903,20.6123
03/04/2021,20.8498,20.8957,20.6903
03/05/2021,21.2635,20.8498,20.8957
03/06/2021,N/E,N/E,20.8498
03/07/2021,N/E,N/E,20.8498
03/08/2021,21.4177,21.2635,20.8498
03/09/2021,21.2575,21.4177,21.2635
03/10/2021,20.9853,21.2575,21.4177
03/11/2021,20.7133,20.9853,21.2575
03/12/2021,20.7637,20.7133,20.9853
03/13/2021,N/E,N/E,20.7133
03/14/2021,N/E,N/E,20.7133
03/15/2021,N/E,N/E,20.7133
03/16/2021,20.5753,20.7637,20.7133
03/17/2021,20.6828,20.5753,20.7637
03/18/2021,20.4415,20.6828,20.5753
03/19/2021,20.4823,20.4415,20.6828
03/20/2021,N/E,N/E,20.4415
03/21/2021,N/E,N/E,20.4415
03/22/2021,20.5788,20.4823,20.4415
03/23/2021,20.6408,20.5788,20.4823
03/24/2021,20.7882,20.6408,20.5788
03/25/2021,20.7662,20.7882,20.6408
03/26/2021,20.5677,20.7662,20.7882
03/27/2021,N/E,N/E,20.7662
03/28/2021,N/E,N/E,20.7662
03/29/2021,20.6047,20.5677,20.7662
03/30/2021,20.6025,20.6047,20.5677
03/31/2021,20.4400,20.6025,20.6047
04/01/2021,N/E,N/E,20.6025
04/02/2021,N/E,N/E,20.6025
04/03/2021,N/E,N/E,20.6025
04/04/2021,N/E,N/E,20.6025
04/05/2021,20.2483,20.4400,20.6025
04/06/2021,20.1612,20.2483,20.4400
04/07/2021,20.1765,20.1612,20.2483
04/08/2021,20.0890,20.1765,20.1612
04/09/2021,20.1630,20.0890,20.1765
04/10/2021,N/E,N/E,20.0890
04/11/2021,N/E,N/E,20.0890
04/12/2021,20.0950,20.1630,20.0890
04/13/2021,20.0735,20.0950,20.1630
04/14/2021,20.0583,20.0735,20.0950
04/15/2021,19.9270,20.0583,20.0735
04/16/2021,19.9158,19.9270,20.0583
04/17/2021,N/E,N/E,19.9270
04/18/2021,N/E,N/E,19.9270
04/19/2021,19.8145,19.9158,19.9270
04/20/2021,19.8877,19.8145,19.9158
04/21/2021,19.8740,19.8877,19.8145
04/22/2021,19.8865,19.8740,19.8877
04/23/2021,19.8695,19.8865,19.8740
04/24/2021,N/E,N/E,19.8865
04/25/2021,N/E,N/E,19.8865
04/26/2021,19.8362,19.8695,19.8865
04/27/2021,19.9785,19.8362,19.8695
04/28/2021,19.9712,19.9785,19.8362
04/29/2021,20.0978,19.9712,19.9785
04/30/2021,20.1822,20.0978,19.9712
05/01/2021,N/E,N/E,20.0978
05/02/2021,N/E,N/E,20.0978
05/03/2021,20.1902,20.1822,20.0978
05/04/2021,20.2235,20.1902,20.1822
05/05/2021,20.2077,20.2235,20.1902
05/06/2021,20.1838,20.2077,20.2235
05/07/2021,19.9223,20.1838,20.2077
05/08/2021,N/E,N/E,20.1838
05/09/2021,N/E,N/E,20.1838
05/10/2021,19.8860,19.9223,20.1838
05/11/2021,19.8848,19.8860,19.9223
05/12/2021,20.0940,19.8848,19.8860
05/13/2021,20.0495,20.0940,19.8848
05/14/2021,19.8487,20.0495,20.0940
05/15/2021,N/E,N/E,20.0495
05/16/2021,N/E,N/E,20.0495
05/17/2021,19.8028,19.8487,20.0495
05/18/2021,19.8313,19.8028,19.8487
05/19/2021,19.8143,19.8313,19.8028
05/20/2021,19.8810,19.8143,19.8313
05/21/2021,19.9510,19.8810,19.8143
05/22/2021,N/E,N/E,19.8810
05/23/2021,N/E,N/E,19.8810
05/24/2021,19.8720,19.9510,19.8810
05/25/2021,19.8903,19.8720,19.9510
05/26/2021,19.8783,19.8903,19.8720
05/27/2021,19.9487,19.8783,19.8903
05/28/2021,19.9442,19.9487,19.8783
05/29/2021,N/E,N/E,19.9487
05/30/2021,N/E,N/E,19.9487
05/31/2021,19.9213,19.9442,19.9487
06/01/2021,19.8927,19.9213,19.9442
06/02/2021,19.9277,19.8927,19.9213
06/03/2021,20.0605,19.9277,19.8927
06/04/2021,19.9328,20.0605,19.9277
06/05/2021,N/E,N/E,20.0605
06/06/2021,N/E,N/E,20.0605
06/07/2021,19.7970,19.9328,20.0605
06/08/2021,19.7728,19.7970,19.9328
06/09/2021,19.6897,19.7728,19.7970
06/10/2021,19.7002,19.6897,19.7728
06/11/2021,19.8823,19.7002,19.6897
06/12/2021,N/E,N/E,19.7002
06/13/2021,N/E,N/E,19.7002
06/14/2021,19.9065,19.8823,19.7002
06/15/2021,20.1235,19.9065,19.8823
06/16/2021,20.0588,20.1235,19.9065
06/17/2021,20.4292,20.0588,20.1235
06/18/2021,20.7002,20.4292,20.0588
06/19/2021,N/E,N/E,20.4292
06/20/2021,N/E,N/E,20.4292
06/21/2021,20.6000,20.7002,20.4292
06/22/2021,20.5712,20.6000,20.7002
06/23/2021,20.2505,20.5712,20.6000
06/24/2021,20.0483,20.2505,20.5712
06/25/2021,19.7930,20.0483,20.2505
06/26/2021,N/E,N/E,20.0483
06/27/2021,N/E,N/E,20.0483
06/28/2021,19.8027,19.7930,20.0483
06/29/2021,19.8157,19.8027,19.7930
06/30/2021,19.9062,19.8157,19.8027
07/01/2021,20.0368,19.9062,19.8157
07/02/2021,19.8817,20.0368,19.9062
07/03/2021,N/E,N/E,20.0368
07/04/2021,N/E,N/E,20.0368
07/05/2021,19.8532,19.8817,20.0368
07/06/2021,19.9658,19.8532,19.8817
07/07/2021,19.9915,19.9658,19.8532
07/08/2021,20.0070,19.9915,19.9658
07/09/2021,19.8800,20.0070,19.9915
07/10/2021,N/E,N/E,20.0070
07/11/2021,N/E,N/E,20.0070
07/12/2021,19.8577,19.8800,20.0070
07/13/2021,19.9988,19.8577,19.8800
07/14/2021,19.8992,19.9988,19.8577
07/15/2021,19.9412,19.8992,19.9988
07/16/2021,19.8537,19.9412,19.8992
07/17/2021,N/E,N/E,19.9412
07/18/2021,N/E,N/E,19.9412
07/19/2021,20.0000,19.8537,19.9412
07/20/2021,20.1348,20.0000,19.8537
07/21/2021,20.1907,20.1348,20.0000
07/22/2021,20.1812,20.1907,20.1348
07/23/2021,20.0238,20.1812,20.1907
07/24/2021,N/E,N/E,20.1812
07/25/2021,N/E,N/E,20.1812
07/26/2021,20.0245,20.0238,20.1812
07/27/2021,19.9770,20.0245,20.0238
07/28/2021,19.9535,19.9770,20.0245
07/29/2021,19.8448,19.9535,19.9770
07/30/2021,19.8455,19.8448,19.9535
07/31/2021,N/E,N/E,19.8448
08/01/2021,N/E,N/E,19.8448
08/02/2021,19.8520,19.8455,19.8448
08/03/2021,19.8920,19.8520,19.8455
08/04/2021,19.9547,19.8920,19.8520
08/05/2021,19.9293,19.9547,19.8920
08/06/2021,20.0037,19.9293,19.9547
08/07/2021,N/E,N/E,19.9293
08/08/2021,N/E,N/E,19.9293
08/09/2021,20.0648,20.0037,19.9293
08/10/2021,20.1038,20.0648,20.0037
08/11/2021,19.9530,20.1038,20.0648
08/12/2021,19.8907,19.9530,20.1038
08/13/2021,19.8603,19.8907,19.9530
08/14/2021,N/E,N/E,19.8907
08/15/2021,N/E,N/E,19.8907
08/16/2021,19.8863,19.8603,19.8907
08/17/2021,19.9912,19.8863,19.8603
08/18/2021,20.0107,19.9912,19.8863
08/19/2021,20.1175,20.0107,19.9912
08/20/2021,20.4020,20.1175,20.0107
08/21/2021,N/E,N/E,20.1175
08/22/2021,N/E,N/E,20.1175
08/23/2021,20.3907,20.4020,20.1175
08/24/2021,20.2967,20.3907,20.4020
08/25/2021,20.2933,20.2967,20.3907
